"RANKING","STATUS","ID_PROV","ID_KAB","ID_KEC","NAMA_PROV","NAMA_KAB","NAMA_KEC","TOTAL_DESA","YEAR_NOW","IDM_NOW","STATUS_NOW","IKS_NOW","IKE_NOW","IKL_NOW","JML_DESA_NOW","YEAR_PREV","IDM_PREV","STATUS_PREV","IKS_PREV","IKE_PREV","IKL_PREV","JML_DESA_PREV"
"119","MANDIRI","32","3214","321401","JAWA BARAT","KABUPATEN PURWAKARTA","PURWAKARTA","1","2021","0.8273","MANDIRI","0.7333","0.8000","0.9486","1","2020","0.7767","MAJU","0.6500","0.8000","0.8800","1"
"121","MANDIRI","34","3403","340317","DI YOGYAKARTA","KABUPATEN GUNUNG KIDUL","TANJUNGSARI","5","2021","0.8266","MANDIRI","0.7667","0.8800","0.8332","5","2020","0.8222","MANDIRI","0.7533","0.8800","0.8332","5"
"122","MANDIRI","61","6101","610101","KALIMANTAN BARAT","KABUPATEN SAMBAS","SAMBAS","18","2021","0.8265","MANDIRI","0.7648","0.8519","0.8629","18","2020","0.7882","MAJU","0.7130","0.8296","0.8219","18"
"122","MANDIRI","15","1572","157207","JAMBI","KOTA SUNGAI PENUH","KOTO BARU","6","2021","0.8265","MANDIRI","0.7167","0.9333","0.8295","6","2020","0.8148","MAJU","0.6778","0.9333","0.8333","6"
"124","MANDIRI","71","7102","710223","SULAWESI UTARA","KABUPATEN MINAHASA","MANDOLANG","12","2021","0.8251","MANDIRI","0.7167","0.9611","0.7976","12","2020","0.8072","MAJU","0.6750","0.9556","0.7910","12"
"125","MANDIRI","15","1572","157203","JAMBI","KOTA SUNGAI PENUH","HAMPARAN RAWANG","13","2021","0.8240","MANDIRI","0.7923","0.8256","0.8541","13","2020","0.7997","MAJU","0.7756","0.8103","0.8132","13"
"126","MANDIRI","18","1804","180415","LAMPUNG","KABUPATEN LAMPUNG BARAT","GEDUNG SURIAN","5","2021","0.8237","MANDIRI","0.6633","0.9333","0.8743","5","2020","0.7919","MAJU","0.6267","0.9067","0.8423","5"
"127","MANDIRI","34","3404","340416","DI YOGYAKARTA","KABUPATEN SLEMAN","PAKEM","5","2021","0.8234","MANDIRI","0.6600","0.9200","0.8903","5","2020","0.8175","MANDIRI","0.6567","0.9067","0.8892","5"
"127","MANDIRI","32","3207","320702","JAWA BARAT","KABUPATEN CIAMIS","CIKONENG","9","2021","0.8234","MANDIRI","0.7833","0.8445","0.8425","9","2020","0.7700","MAJU","0.7222","0.7630","0.8248","9"
"129","MANDIRI","32","3204","320439","JAWA BARAT","KABUPATEN BANDUNG","CIWIDEY","7","2021","0.8231","MANDIRI","0.7667","0.8381","0.8645","7","2020","0.7977","MAJU","0.7548","0.8000","0.8384","7"
"130","MANDIRI","81","8172","817201","MALUKU","KOTA TUAL","PULAU DULLAH UTARA","8","2021","0.8226","MANDIRI","0.7354","0.8667","0.8657","8","2020","0.7643","MAJU","0.6125","0.8667","0.8136","8"
"131","MANDIRI","35","3525","352516","JAWA TIMUR","KABUPATEN GRESIK","GRESIK","5","2021","0.8221","MANDIRI","0.8767","0.7200","0.8697","5","2020","0.7616","MAJU","0.8567","0.6133","0.8148","5"
"132","MANDIRI","34","3402","340202","DI YOGYAKARTA","KABUPATEN BANTUL","SANDEN","4","2021","0.8220","MANDIRI","0.8375","0.8000","0.8286","4","2020","0.8122","MAJU","0.8000","0.8167","0.8200","4"
"132","MANDIRI","35","3510","351002","JAWA TIMUR","KABUPATEN BANYUWANGI","BANGOREJO","7","2021","0.8220","MANDIRI","0.7952","0.7810","0.8898","7","2020","0.7819","MAJU","0.7405","0.7333","0.8719","7"
"134","MANDIRI","61","6101","610109","KALIMANTAN BARAT","KABUPATEN SAMBAS","SAJINGAN BESAR","5","2021","0.8219","MANDIRI","0.7100","0.9467","0.8091","5","2020","0.8162","MANDIRI","0.6933","0.9600","0.7954","5"
"135","MANDIRI","35","3523","352316","JAWA TIMUR","KABUPATEN TUBAN","TUBAN","3","2021","0.8217","MANDIRI","0.8278","0.8222","0.8153","3","2020","0.7773","MAJU","0.6944","0.8222","0.8153","3"
"136","MANDIRI","32","3207","320701","JAWA BARAT","KABUPATEN CIAMIS","CIAMIS","5","2021","0.8216","MANDIRI","0.8900","0.6800","0.8949","5","2020","0.7729","MAJU","0.8000","0.6400","0.8789","5"
"137","MANDIRI","51","5106","510601","BALI","KABUPATEN BANGLI","SUSUT","9","2021","0.8213","MANDIRI","0.7148","0.8889","0.8603","9","2020","0.8012","MAJU","0.7074","0.8815","0.8146","9"
"138","MANDIRI","36","3603","360328","BANTEN","KABUPATEN TANGERANG","KELAPA DUA","1","2021","0.8205","MANDIRI","0.7833","0.8667","0.8114","1","2020","0.8205","MANDIRI","0.7833","0.8667","0.8114","1"
"139","MANDIRI","18","1804","180408","LAMPUNG","KABUPATEN LAMPUNG BARAT","SEKINCAU","4","2021","0.8193","MANDIRI","0.6542","0.9167","0.8871","4","2020","0.8013","MAJU","0.6125","0.9000","0.8914","4"
"139","MANDIRI","35","3510","351003","JAWA TIMUR","KABUPATEN BANYUWANGI","PURWOHARJO","8","2021","0.8193","MANDIRI","0.8208","0.7750","0.8622","8","2020","0.7996","MAJU","0.8187","0.7250","0.8550","8"
"141","MANDIRI","15","1572","157204","JAMBI","KOTA SUNGAI PENUH","TANAH KAMPUNG","13","2021","0.8187","MANDIRI","0.7526","0.8872","0.8163","13","2020","0.8129","MAJU","0.7462","0.8821","0.8106","13"
"142","MANDIRI","32","3207","320711","JAWA BARAT","KABUPATEN CIAMIS","CIPAKU","13","2021","0.8181","MANDIRI","0.7320","0.8923","0.8299","13","2020","0.7532","MAJU","0.6987","0.7487","0.8123","13"
"143","MANDIRI","51","5104","510406","BALI","KABUPATEN GIANYAR","TEGALLALANG","7","2021","0.8178","MANDIRI","0.8000","0.7905","0.8628","7","2020","0.7952","MAJU","0.7833","0.7524","0.8498","7"
"144","MANDIRI","73","7306","730602","SULAWESI SELATAN","KABUPATEN GOWA","BAJENG","10","2021","0.8175","MANDIRI","0.7317","0.8467","0.8743","10","2020","0.7569","MAJU","0.6966","0.7267","0.8474","10"
"145","MANDIRI","35","3520","352003","JAWA TIMUR","KABUPATEN MAGETAN","LEMBEYAN","9","2021","0.8172","MANDIRI","0.7667","0.8445","0.8406","9","2020","0.8065","MAJU","0.7574","0.8445","0.8178","9"
"146","MANDIRI","32","3207","320703","JAWA BARAT","KABUPATEN CIAMIS","CIJEUNGJING","11","2021","0.8171","MANDIRI","0.7530","0.8121","0.8862","11","2020","0.7703","MAJU","0.7318","0.7091","0.8701","11"
"147","MANDIRI","61","6112","611201","KALIMANTAN BARAT","KABUPATEN KUBU RAYA","SUNGAI RAYA","20","2021","0.8170","MANDIRI","0.7517","0.8267","0.8726","20","2020","0.7657","MAJU","0.6967","0.7800","0.8203","20"
"148","MANDIRI","71","7104","710413","SULAWESI UTARA","KABUPATEN KEPULAUAN TALAUD","MIANGAS","1","2021","0.8167","MANDIRI","0.7167","0.9333","0.8000","1","2020","0.8167","MANDIRI","0.7167","0.9333","0.8000","1"
"149","MANDIRI","51","5104","510402","BALI","KABUPATEN GIANYAR","BLAHBATUH","9","2021","0.8165","MANDIRI","0.8352","0.7482","0.8660","9","2020","0.7939","MAJU","0.8167","0.7111","0.8540","9"
"150","MANDIRI","33","3321","332109","JAWA TENGAH","KABUPATEN DEMAK","KARANGANYAR","17","2021","0.8163","MANDIRI","0.7314","0.9216","0.7960","17","2020","0.6719","BERKEMBANG","0.5843","0.6588","0.7724","17"
"151","MANDIRI","32","3204","320440","JAWA BARAT","KABUPATEN BANDUNG","RANCABALI","5","2021","0.8162","MANDIRI","0.7433","0.8800","0.8251","5","2020","0.7846","MAJU","0.7400","0.8000","0.8137","5"
"152","MANDIRI","35","3510","351004","JAWA TIMUR","KABUPATEN BANYUWANGI","TEGALDLIMO","9","2021","0.8161","MANDIRI","0.6963","0.9037","0.8483","9","2020","0.7985","MAJU","0.6852","0.8741","0.8362","9"
"152","MANDIRI","64","6403","640309","KALIMANTAN TIMUR","KABUPATEN BERAU","TELUK BAYUR","4","2021","0.8161","MANDIRI","0.7250","0.8334","0.8900","4","2020","0.7860","MAJU","0.7250","0.7500","0.8828","4"
"154","MANDIRI","13","1304","130412","SUMATERA BARAT","KABUPATEN TANAH DATAR","TANJUANG BARU","2","2021","0.8160","MANDIRI","0.8167","0.8000","0.8314","2","2020","0.8122","MAJU","0.8167","0.8000","0.8200","2"
"155","MANDIRI","51","5102","510210","BALI","KABUPATEN TABANAN","PUPUAN","14","2021","0.8158","MANDIRI","0.7726","0.8667","0.8082","14","2020","0.7734","MAJU","0.7309","0.7905","0.7988","14"
"155","MANDIRI","63","6310","631009","KALIMANTAN SELATAN","KABUPATEN TANAH BUMBU","ANGSANA","9","2021","0.8158","MANDIRI","0.7167","0.8444","0.8864","9","2020","0.7702","MAJU","0.6704","0.7926","0.8476","9"
"157","MANDIRI","34","3403","340301","DI YOGYAKARTA","KABUPATEN GUNUNG KIDUL","WONOSARI","14","2021","0.8157","MANDIRI","0.7548","0.8381","0.8543","14","2020","0.8050","MAJU","0.7369","0.8334","0.8449","14"
"158","MAJU","51","5101","510102","BALI","KABUPATEN JEMBRANA","MENDOYO","10","2021","0.8154","MAJU","0.7233","0.8400","0.8828","10","2020","0.7938","MAJU","0.7133","0.8000","0.8680","10"
"159","MAJU","34","3404","340411","DI YOGYAKARTA","KABUPATEN SLEMAN","NGEMPLAK","5","2021","0.8150","MAJU","0.7867","0.8400","0.8183","5","2020","0.8075","MAJU","0.7667","0.8400","0.8160","5"
"160","MAJU","35","3525","352512","JAWA TIMUR","KABUPATEN GRESIK","BUNGAH","22","2021","0.8149","MAJU","0.7159","0.8909","0.8379","22","2020","0.7462","MAJU","0.6773","0.7485","0.8127","22"
"161","MAJU","61","6102","610207","KALIMANTAN BARAT","KABUPATEN MEMPAWAH","SUNGAI PINYUH","8","2021","0.8145","MAJU","0.7271","0.8500","0.8664","8","2020","0.7962","MAJU","0.7208","0.8000","0.8678","8"
"162","MAJU","35","3520","352006","JAWA TIMUR","KABUPATEN MAGETAN","MAGETAN","5","2021","0.8143","MAJU","0.7200","0.8933","0.8297","5","2020","0.8195","MANDIRI","0.7233","0.9067","0.8286","5"
"163","MAJU","73","7311","731103","SULAWESI SELATAN","KABUPATEN BARRU","BARRU","5","2021","0.8140","MAJU","0.7433","0.8267","0.8720","5","2020","0.7329","MAJU","0.7100","0.6534","0.8354","5"
"164","MAJU","34","3402","340211","DI YOGYAKARTA","KABUPATEN BANTUL","DLINGO","6","2021","0.8135","MAJU","0.7555","0.8333","0.8514","6","2020","0.8116","MAJU","0.7556","0.8333","0.8457","6"
"165","MAJU","34","3402","340206","DI YOGYAKARTA","KABUPATEN BANTUL","PANDAK","4","2021","0.8134","MAJU","0.7792","0.8167","0.8443","4","2020","0.8105","MAJU","0.7625","0.8333","0.8357","4"
"166","MAJU","18","1804","180409","LAMPUNG","KABUPATEN LAMPUNG BARAT","SUOH","7","2021","0.8132","MAJU","0.6357","0.9524","0.8514","7","2020","0.7872","MAJU","0.6357","0.8762","0.8498","7"
"167","MAJU","14","1403","140314","RIAU","KABUPATEN BENGKALIS","BANDAR LAKSAMANA","7","2021","0.8131","MAJU","0.6619","0.9333","0.8441","7","2020","0.8067","MAJU","0.6524","0.9333","0.8343","7"
"167","MAJU","51","5102","510203","BALI","KABUPATEN TABANAN","SALEMADEG BARAT","11","2021","0.8131","MAJU","0.7046","0.8970","0.8379","11","2020","0.7828","MAJU","0.6788","0.8727","0.7969","11"
"169","MAJU","13","1304","130407","SUMATERA BARAT","KABUPATEN TANAH DATAR","SUNGAYANG","5","2021","0.8128","MAJU","0.7667","0.8534","0.8183","5","2020","0.7518","MAJU","0.6967","0.7600","0.7988","5"
"170","MAJU","61","6104","610416","KALIMANTAN BARAT","KABUPATEN KETAPANG","DELTA PAWAN","4","2021","0.8120","MAJU","0.7042","0.8834","0.8486","4","2020","0.8107","MAJU","0.7125","0.8667","0.8528","4"
"171","MAJU","32","3201","320125","JAWA BARAT","KABUPATEN BOGOR","CISARUA","9","2021","0.8118","MAJU","0.7722","0.7482","0.9149","9","2020","0.7477","MAJU","0.7333","0.6444","0.8654","9"
"172","MAJU","35","3517","351709","JAWA TIMUR","KABUPATEN JOMBANG","JOMBANG","16","2021","0.8116","MAJU","0.7656","0.8417","0.8275","16","2020","0.7864","MAJU","0.7490","0.7917","0.8186","16"
"173","MAJU","13","1306","130602","SUMATERA BARAT","KABUPATEN AGAM","LUBUK BASUNG","5","2021","0.8113","MAJU","0.7700","0.8000","0.8640","5","2020","0.7726","MAJU","0.7567","0.7200","0.8411","5"
"173","MAJU","11","1116","111605","ACEH","KABUPATEN ACEH TAMIANG","KOTA KUALASINPANG","5","2021","0.8113","MAJU","0.7333","0.8400","0.8606","5","2020","0.7691","MAJU","0.6867","0.8000","0.8206","5"
"175","MAJU","13","1308","130814","SUMATERA BARAT","KABUPATEN PASAMAN","RAO","2","2021","0.8112","MAJU","0.8584","0.6666","0.9086","2","2020","0.7869","MAJU","0.8084","0.6666","0.8857","2"
"175","MAJU","35","3510","351019","JAWA TIMUR","KABUPATEN BANYUWANGI","SONGGON","9","2021","0.8112","MAJU","0.6963","0.8815","0.8559","9","2020","0.7924","MAJU","0.6963","0.8371","0.8438","9"
"177","MAJU","34","3404","340417","DI YOGYAKARTA","KABUPATEN SLEMAN","CANGKRINGAN","5","2021","0.8110","MAJU","0.6933","0.9067","0.8331","5","2020","0.7929","MAJU","0.6833","0.8667","0.8286","5"
"178","MAJU","35","3525","352515","JAWA TIMUR","KABUPATEN GRESIK","DRIYOREJO","16","2021","0.8107","MAJU","0.8365","0.7125","0.8832","16","2020","0.7619","MAJU","0.8114","0.6125","0.8618","16"
"179","MAJU","35","3510","351022","JAWA TIMUR","KABUPATEN BANYUWANGI","SILIRAGUNG","5","2021","0.8105","MAJU","0.7533","0.7867","0.8914","5","2020","0.7999","MAJU","0.7667","0.7600","0.8732","5"
"180","MAJU","35","3519","351905","JAWA TIMUR","KABUPATEN MADIUN","KARE","8","2021","0.8103","MAJU","0.7729","0.8000","0.8578","8","2020","0.7169","MAJU","0.6375","0.7167","0.7964","8"
"180","MAJU","61","6104","610418","KALIMANTAN BARAT","KABUPATEN KETAPANG","BENUA KAYONG","7","2021","0.8103","MAJU","0.6357","0.9143","0.8808","7","2020","0.7821","MAJU","0.6024","0.9048","0.8392","7"
"182","MAJU","32","3207","320709","JAWA BARAT","KABUPATEN CIAMIS","KAWALI","11","2021","0.8095","MAJU","0.6773","0.8909","0.8603","11","2020","0.7772","MAJU","0.6697","0.8182","0.8436","11"
"183","MAJU","35","3525","352509","JAWA TIMUR","KABUPATEN GRESIK","SIDAYU","21","2021","0.8090","MAJU","0.7651","0.8254","0.8365","21","2020","0.7642","MAJU","0.7214","0.7524","0.8188","21"
"184","MAJU","61","6103","610307","KALIMANTAN BARAT","KABUPATEN SANGGAU","SEKAYAM","10","2021","0.8085","MAJU","0.6817","0.9133","0.8303","10","2020","0.7323","MAJU","0.6383","0.7333","0.8251","10"
"184","MAJU","32","3203","320301","JAWA BARAT","KABUPATEN CIANJUR","CIANJUR","5","2021","0.8085","MAJU","0.8033","0.7467","0.8754","5","2020","0.7491","MAJU","0.7467","0.6800","0.8206","5"
"186","MAJU","33","3319","331907","JAWA TENGAH","KABUPATEN KUDUS","BAE","10","2021","0.8084","MAJU","0.8067","0.7133","0.9051","10","2020","0.8241","MANDIRI","0.8200","0.7533","0.8989","10"
"187","MAJU","32","3212","321216","JAWA BARAT","KABUPATEN INDRAMAYU","SINDANG","10","2021","0.8083","MAJU","0.6783","0.8867","0.8600","10","2020","0.7885","MAJU","0.6583","0.8667","0.8406","10"
"188","MAJU","13","1312","131203","SUMATERA BARAT","KABUPATEN PASAMAN BARAT","PASAMAN","3","2021","0.8082","MAJU","0.8111","0.7333","0.8800","3","2020","0.8075","MAJU","0.8111","0.7333","0.8781","3"
"189","MAJU","34","3403","340308","DI YOGYAKARTA","KABUPATEN GUNUNG KIDUL","SEMANU","5","2021","0.8076","MAJU","0.6867","0.8800","0.8560","5","2020","0.7956","MAJU","0.6200","0.8800","0.8869","5"
"189","MAJU","34","3404","340415","DI YOGYAKARTA","KABUPATEN SLEMAN","TURI","4","2021","0.8076","MAJU","0.6750","0.8834","0.8643","4","2020","0.8076","MAJU","0.6750","0.8834","0.8643","4"
"189","MAJU","71","7107","710710","SULAWESI UTARA","KABUPATEN MINAHASA TENGGARA","TOMBATU UTARA","10","2021","0.8076","MAJU","0.7683","0.7734","0.8811","10","2020","0.7027","BERKEMBANG","0.6350","0.7067","0.7663","10"
"192","MAJU","61","6102","610212","KALIMANTAN BARAT","KABUPATEN MEMPAWAH","SUNGAI KUNYIT","12","2021","0.8073","MAJU","0.7667","0.7500","0.9052","12","2020","0.7985","MAJU","0.7778","0.7111","0.9067","12"
"193","MAJU","32","3204","320434","JAWA BARAT","KABUPATEN BANDUNG","SOLOKANJERUK","7","2021","0.8071","MAJU","0.8000","0.7428","0.8784","7","2020","0.7282","MAJU","0.7905","0.5524","0.8416","7"
"193","MAJU","61","6107","610702","KALIMANTAN BARAT","KABUPATEN BENGKAYANG","SAMALANTAN","7","2021","0.8071","MAJU","0.7286","0.8190","0.8735","7","2020","0.7532","MAJU","0.7000","0.6953","0.8645","7"
"195","MAJU","81","8171","817101","MALUKU","KOTA AMBON","NUSANIWE","5","2021","0.8068","MAJU","0.8033","0.7600","0.8571","5","2020","0.7150","MAJU","0.6667","0.6933","0.7852","5"
"196","MAJU","35","3524","352414","JAWA TIMUR","KABUPATEN LAMONGAN","PACIRAN","16","2021","0.8067","MAJU","0.7958","0.8084","0.8161","16","2020","0.7970","MAJU","0.7948","0.8084","0.7879","16"
"197","MAJU","15","1572","157205","JAMBI","KOTA SUNGAI PENUH","KUMUN DEBAI","9","2021","0.8066","MAJU","0.7352","0.8593","0.8254","9","2020","0.7796","MAJU","0.7000","0.8222","0.8165","9"
"197","MAJU","13","1304","130403","SUMATERA BARAT","KABUPATEN TANAH DATAR","RAMBATAN","5","2021","0.8066","MAJU","0.7767","0.8533","0.7897","5","2020","0.7877","MAJU","0.7633","0.8133","0.7863","5"
"199","MAJU","35","3510","351024","JAWA TIMUR","KABUPATEN BANYUWANGI","LICIN","8","2021","0.8064","MAJU","0.7625","0.8167","0.8400","8","2020","0.7952","MAJU","0.7313","0.8250","0.8293","8"
"200","MAJU","13","1306","130614","SUMATERA BARAT","KABUPATEN AGAM","CANDUNG","3","2021","0.8059","MAJU","0.7333","0.8445","0.8400","3","2020","0.7953","MAJU","0.7111","0.8445","0.8305","3"
"201","MAJU","52","5207","520708","NUSA TENGGARA BARAT","KABUPATEN SUMBAWA BARAT","MALUK","5","2021","0.8058","MAJU","0.6900","0.8667","0.8606","5","2020","0.8094","MAJU","0.7067","0.8667","0.8549","5"
"202","MAJU","35","3505","350511","JAWA TIMUR","KABUPATEN BLITAR","GARUM","5","2021","0.8057","MAJU","0.7500","0.8533","0.8137","5","2020","0.7726","MAJU","0.7000","0.8134","0.8046","5"
"203","MAJU","71","7102","710221","SULAWESI UTARA","KABUPATEN MINAHASA","KAWANGKOAN UTARA","6","2021","0.8055","MAJU","0.6972","0.8889","0.8305","6","2020","0.6932","BERKEMBANG","0.6861","0.6000","0.7933","6"
"203","MAJU","64","6402","640203","KALIMANTAN TIMUR","KABUPATEN KUTAI KARTANEGARA","LOA JANAN","8","2021","0.8055","MAJU","0.7604","0.7916","0.8643","8","2020","0.7945","MAJU","0.7021","0.8500","0.8314","8"
"205","MAJU","15","1502","150220","JAMBI","KABUPATEN MERANGIN","PAMENANG SELATAN","4","2021","0.8054","MAJU","0.7042","0.8333","0.8786","4","2020","0.7822","MAJU","0.7042","0.7667","0.8757","4"
"206","MAJU","64","6408","640812","KALIMANTAN TIMUR","KABUPATEN KUTAI TIMUR","SANGATTA SELATAN","3","2021","0.8051","MAJU","0.7500","0.7778","0.8876","3","2020","0.7983","MAJU","0.7389","0.7778","0.8781","3"
"207","MAJU","35","3516","351611","JAWA TIMUR","KABUPATEN MOJOKERTO","PURI","16","2021","0.8044","MAJU","0.6927","0.9000","0.8204","16","2020","0.7607","MAJU","0.6833","0.7843","0.8144","17"
"208","MAJU","35","3515","351518","JAWA TIMUR","KABUPATEN SIDOARJO","WARU","17","2021","0.8042","MAJU","0.8118","0.7255","0.8753","17","2020","0.7329","MAJU","0.7706","0.5686","0.8595","17"
"209","MAJU","35","3522","352215","JAWA TIMUR","KABUPATEN BOJONEGORO","BOJONEGORO","7","2021","0.8041","MAJU","0.7524","0.7905","0.8694","7","2020","0.7467","MAJU","0.6857","0.7143","0.8400","7"
"209","MAJU","13","1311","131107","SUMATERA BARAT","KABUPATEN SOLOK SELATAN","SANGIR BALAI JANGGO","4","2021","0.8041","MAJU","0.8334","0.6834","0.8957","4","2020","0.7887","MAJU","0.8167","0.6667","0.8829","4"
"211","MAJU","34","3401","340112","DI YOGYAKARTA","KABUPATEN KULON PROGO","KALIBAWANG","4","2021","0.8040","MAJU","0.8083","0.7667","0.8371","4","2020","0.7511","MAJU","0.7833","0.6500","0.8200","4"
"212","MAJU","32","3204","320429","JAWA BARAT","KABUPATEN BANDUNG","CIPARAY","14","2021","0.8038","MAJU","0.7536","0.7381","0.9196","14","2020","0.7718","MAJU","0.7274","0.6905","0.8976","14"
"213","MAJU","34","3402","340203","DI YOGYAKARTA","KABUPATEN BANTUL","KRETEK","5","2021","0.8037","MAJU","0.7333","0.8000","0.8777","5","2020","0.8165","MANDIRI","0.7967","0.7867","0.8663","5"
"214","MAJU","71","7102","710213","SULAWESI UTARA","KABUPATEN MINAHASA","PINELENG","14","2021","0.8034","MAJU","0.6738","0.8952","0.8412","14","2020","0.7690","MAJU","0.6845","0.8000","0.8225","14"
"215","MAJU","35","3525","352514","JAWA TIMUR","KABUPATEN GRESIK","KEBOMAS","11","2021","0.8033","MAJU","0.7485","0.8000","0.8613","11","2020","0.7860","MAJU","0.7576","0.7455","0.8551","11"
"216","MAJU","51","5107","510707","BALI","KABUPATEN KARANGASEM","SELAT","8","2021","0.8029","MAJU","0.6979","0.9250","0.7857","8","2020","0.7909","MAJU","0.6854","0.9167","0.7707","8"
"217","MAJU","35","3516","351602","JAWA TIMUR","KABUPATEN MOJOKERTO","GONDANG","18","2021","0.8026","MAJU","0.7018","0.8815","0.8245","18","2020","0.7818","MAJU","0.6769","0.8556","0.8130","18"
"218","MAJU","35","3506","350617","JAWA TIMUR","KABUPATEN KEDIRI","PARE","9","2021","0.8018","MAJU","0.7519","0.7926","0.8610","9","2020","0.7286","MAJU","0.6907","0.6741","0.8209","9"
"218","MAJU","73","7314","731408","SULAWESI SELATAN","KABUPATEN SIDENRENG RAPPANG","WT. SIDENRENG","5","2021","0.8018","MAJU","0.6867","0.8800","0.8389","5","2020","0.7232","MAJU","0.6300","0.7467","0.7931","5"
"220","MAJU","35","3503","350310","JAWA TIMUR","KABUPATEN TRENGGALEK","GANDUSARI","11","2021","0.8016","MAJU","0.7061","0.8727","0.8260","11","2020","0.7834","MAJU","0.6894","0.8364","0.8244","11"
"221","MAJU","33","3324","332416","JAWA TENGAH","KABUPATEN KENDAL","ROWOSARI","16","2021","0.8015","MAJU","0.6844","0.9000","0.8200","16","2020","0.7964","MAJU","0.6708","0.8958","0.8225","16"
"222","MAJU","13","1312","131202","SUMATERA BARAT","KABUPATEN PASAMAN BARAT","LEMBAH MELINTANG","1","2021","0.8011","MAJU","0.8833","0.6000","0.9200","1","2020","0.7935","MAJU","0.8833","0.6000","0.8971","1"
"223","MAJU","34","3403","340312","DI YOGYAKARTA","KABUPATEN GUNUNG KIDUL","SEMIN","10","2021","0.8008","MAJU","0.7083","0.8467","0.8474","10","2020","0.8006","MAJU","0.7083","0.8467","0.8469","10"
"224","MAJU","35","3519","351907","JAWA TIMUR","KABUPATEN MADIUN","WUNGU","12","2021","0.8007","MAJU","0.7125","0.8778","0.8119","12","2020","0.7000","BERKEMBANG","0.6180","0.7111","0.7710","12"
"225","MAJU","35","3522","352214","JAWA TIMUR","KABUPATEN BOJONEGORO","KAPAS","21","2021","0.8006","MAJU","0.6865","0.8762","0.8392","21","2020","0.7450","MAJU","0.6159","0.8095","0.8095","21"
"225","MAJU","13","1306","130607","SUMATERA BARAT","KABUPATEN AGAM","AMPEK ANGKEK","7","2021","0.8006","MAJU","0.8119","0.6953","0.8947","7","2020","0.7854","MAJU","0.8190","0.6572","0.8800","7"
